country,year,sex,age,suicides_no,population,suicides_per_100k,gdp,gdp_per_capita,generation,Region,happiness_rank,happiness_score,family,life_expectancy,freedom,govt_corruption,generosity,dystopia_residual
Mauritius,2016,female,15-24 years,4,94001,4.26,"12,232,463,656",10570,Millenials,Sub-Saharan Africa,66,5.648,0.75695,0.66189,0.46145,0.05202999999999999,0.36951,2.20223
Mauritius,2016,female,25-34 years,3,85747,3.5,"12,232,463,656",10570,Millenials,Sub-Saharan Africa,66,5.648,0.75695,0.66189,0.46145,0.05202999999999999,0.36951,2.20223
Mauritius,2016,female,35-54 years,6,177524,3.38,"12,232,463,656",10570,Generation X,Sub-Saharan Africa,66,5.648,0.75695,0.66189,0.46145,0.05202999999999999,0.36951,2.20223
Mauritius,2016,female,55-74 years,2,120603,1.66,"12,232,463,656",10570,Boomers,Sub-Saharan Africa,66,5.648,0.75695,0.66189,0.46145,0.05202999999999999,0.36951,2.20223
Mauritius,2016,female,75+ years,0,26298,0.0,"12,232,463,656",10570,Silent,Sub-Saharan Africa,66,5.648,0.75695,0.66189,0.46145,0.05202999999999999,0.36951,2.20223
Mongolia,2016,male,25-34 years,127,290660,43.69,"11,183,458,131",4145,Millenials,Eastern Asia,101,4.907,1.0898299999999999,0.55469,0.35972,0.03285,0.34539000000000003,1.53586
Mongolia,2016,male,35-54 years,127,375631,33.81,"11,183,458,131",4145,Generation X,Eastern Asia,101,4.907,1.0898299999999999,0.55469,0.35972,0.03285,0.34539000000000003,1.53586
Mongolia,2016,male,15-24 years,85,252851,33.62,"11,183,458,131",4145,Millenials,Eastern Asia,101,4.907,1.0898299999999999,0.55469,0.35972,0.03285,0.34539000000000003,1.53586
Mongolia,2016,male,55-74 years,29,113527,25.54,"11,183,458,131",4145,Boomers,Eastern Asia,101,4.907,1.0898299999999999,0.55469,0.35972,0.03285,0.34539000000000003,1.53586
Mongolia,2016,male,75+ years,3,15349,19.55,"11,183,458,131",4145,Silent,Eastern Asia,101,4.907,1.0898299999999999,0.55469,0.35972,0.03285,0.34539000000000003,1.53586
Mongolia,2016,female,75+ years,3,26305,11.4,"11,183,458,131",4145,Silent,Eastern Asia,101,4.907,1.0898299999999999,0.55469,0.35972,0.03285,0.34539000000000003,1.53586
Mongolia,2016,female,15-24 years,18,246805,7.29,"11,183,458,131",4145,Millenials,Eastern Asia,101,4.907,1.0898299999999999,0.55469,0.35972,0.03285,0.34539000000000003,1.53586
Mongolia,2016,female,25-34 years,15,292237,5.13,"11,183,458,131",4145,Millenials,Eastern Asia,101,4.907,1.0898299999999999,0.55469,0.35972,0.03285,0.34539000000000003,1.53586
Mongolia,2016,female,35-54 years,15,406028,3.69,"11,183,458,131",4145,Generation X,Eastern Asia,101,4.907,1.0898299999999999,0.55469,0.35972,0.03285,0.34539000000000003,1.53586
Mongolia,2016,female,55-74 years,1,148196,0.67,"11,183,458,131",4145,Boomers,Eastern Asia,101,4.907,1.0898299999999999,0.55469,0.35972,0.03285,0.34539000000000003,1.53586
Netherlands,2016,male,75+ years,123,541327,22.72,"777,227,541,581",48108,Silent,Western Europe,7,7.3389999999999995,1.02912,0.8123100000000001,0.55211,0.29927,0.47416,2.70749
Netherlands,2016,male,55-74 years,436,2004642,21.75,"777,227,541,581",48108,Boomers,Western Europe,7,7.3389999999999995,1.02912,0.8123100000000001,0.55211,0.29927,0.47416,2.70749
Netherlands,2016,male,35-54 years,478,2341693,20.41,"777,227,541,581",48108,Generation X,Western Europe,7,7.3389999999999995,1.02912,0.8123100000000001,0.55211,0.29927,0.47416,2.70749
Netherlands,2016,male,25-34 years,159,1061905,14.97,"777,227,541,581",48108,Millenials,Western Europe,7,7.3389999999999995,1.02912,0.8123100000000001,0.55211,0.29927,0.47416,2.70749
Netherlands,2016,female,75+ years,87,781301,11.14,"777,227,541,581",48108,Silent,Western Europe,7,7.3389999999999995,1.02912,0.8123100000000001,0.55211,0.29927,0.47416,2.70749
Netherlands,2016,female,55-74 years,209,2037375,10.26,"777,227,541,581",48108,Boomers,Western Europe,7,7.3389999999999995,1.02912,0.8123100000000001,0.55211,0.29927,0.47416,2.70749
Netherlands,2016,female,35-54 years,217,2334777,9.29,"777,227,541,581",48108,Generation X,Western Europe,7,7.3389999999999995,1.02912,0.8123100000000001,0.55211,0.29927,0.47416,2.70749
Netherlands,2016,male,15-24 years,77,1067719,7.21,"777,227,541,581",48108,Millenials,Western Europe,7,7.3389999999999995,1.02912,0.8123100000000001,0.55211,0.29927,0.47416,2.70749
Netherlands,2016,female,25-34 years,65,1043372,6.23,"777,227,541,581",48108,Millenials,Western Europe,7,7.3389999999999995,1.02912,0.8123100000000001,0.55211,0.29927,0.47416,2.70749
Netherlands,2016,female,15-24 years,35,1025443,3.41,"777,227,541,581",48108,Millenials,Western Europe,7,7.3389999999999995,1.02912,0.8123100000000001,0.55211,0.29927,0.47416,2.70749
Qatar,2016,male,15-24 years,13,293525,4.43,"152,451,923,077",62484,Millenials,Middle East and Northern Africa,36,6.375,0.87964,0.71723,0.56679,0.48049,0.32388,1.5822399999999999
Qatar,2016,male,35-54 years,27,675747,4.0,"152,451,923,077",62484,Generation X,Middle East and Northern Africa,36,6.375,0.87964,0.71723,0.56679,0.48049,0.32388,1.5822399999999999
Qatar,2016,male,25-34 years,21,676108,3.11,"152,451,923,077",62484,Millenials,Middle East and Northern Africa,36,6.375,0.87964,0.71723,0.56679,0.48049,0.32388,1.5822399999999999
Qatar,2016,male,55-74 years,2,99266,2.01,"152,451,923,077",62484,Boomers,Middle East and Northern Africa,36,6.375,0.87964,0.71723,0.56679,0.48049,0.32388,1.5822399999999999
Qatar,2016,female,35-54 years,3,179374,1.67,"152,451,923,077",62484,Generation X,Middle East and Northern Africa,36,6.375,0.87964,0.71723,0.56679,0.48049,0.32388,1.5822399999999999
Qatar,2016,female,25-34 years,2,164901,1.21,"152,451,923,077",62484,Millenials,Middle East and Northern Africa,36,6.375,0.87964,0.71723,0.56679,0.48049,0.32388,1.5822399999999999
Qatar,2016,female,15-24 years,0,88675,0.0,"152,451,923,077",62484,Millenials,Middle East and Northern Africa,36,6.375,0.87964,0.71723,0.56679,0.48049,0.32388,1.5822399999999999
Qatar,2016,female,55-74 years,0,26182,0.0,"152,451,923,077",62484,Boomers,Middle East and Northern Africa,36,6.375,0.87964,0.71723,0.56679,0.48049,0.32388,1.5822399999999999
Qatar,2016,female,75+ years,0,3250,0.0,"152,451,923,077",62484,Silent,Middle East and Northern Africa,36,6.375,0.87964,0.71723,0.56679,0.48049,0.32388,1.5822399999999999
Qatar,2016,male,75+ years,0,6093,0.0,"152,451,923,077",62484,Silent,Middle East and Northern Africa,36,6.375,0.87964,0.71723,0.56679,0.48049,0.32388,1.5822399999999999
Romania,2016,male,55-74 years,615,2068747,29.73,"187,805,922,349",10020,Boomers,Central and Eastern Europe,71,5.528,0.7280300000000001,0.67602,0.36712,0.006790000000000001,0.12889,2.4518400000000002
Romania,2016,male,75+ years,171,579838,29.49,"187,805,922,349",10020,Silent,Central and Eastern Europe,71,5.528,0.7280300000000001,0.67602,0.36712,0.006790000000000001,0.12889,2.4518400000000002
Romania,2016,male,35-54 years,632,2945568,21.46,"187,805,922,349",10020,Generation X,Central and Eastern Europe,71,5.528,0.7280300000000001,0.67602,0.36712,0.006790000000000001,0.12889,2.4518400000000002
Romania,2016,male,25-34 years,134,1359178,9.86,"187,805,922,349",10020,Millenials,Central and Eastern Europe,71,5.528,0.7280300000000001,0.67602,0.36712,0.006790000000000001,0.12889,2.4518400000000002
Romania,2016,male,15-24 years,91,1101638,8.26,"187,805,922,349",10020,Millenials,Central and Eastern Europe,71,5.528,0.7280300000000001,0.67602,0.36712,0.006790000000000001,0.12889,2.4518400000000002
Romania,2016,female,75+ years,61,997868,6.11,"187,805,922,349",10020,Silent,Central and Eastern Europe,71,5.528,0.7280300000000001,0.67602,0.36712,0.006790000000000001,0.12889,2.4518400000000002
Romania,2016,female,55-74 years,112,2462909,4.55,"187,805,922,349",10020,Boomers,Central and Eastern Europe,71,5.528,0.7280300000000001,0.67602,0.36712,0.006790000000000001,0.12889,2.4518400000000002
Romania,2016,female,35-54 years,96,2823207,3.4,"187,805,922,349",10020,Generation X,Central and Eastern Europe,71,5.528,0.7280300000000001,0.67602,0.36712,0.006790000000000001,0.12889,2.4518400000000002
Romania,2016,female,25-34 years,27,1264645,2.13,"187,805,922,349",10020,Millenials,Central and Eastern Europe,71,5.528,0.7280300000000001,0.67602,0.36712,0.006790000000000001,0.12889,2.4518400000000002
Romania,2016,female,15-24 years,14,1041307,1.34,"187,805,922,349",10020,Millenials,Central and Eastern Europe,71,5.528,0.7280300000000001,0.67602,0.36712,0.006790000000000001,0.12889,2.4518400000000002
Sweden,2016,male,75+ years,100,359481,27.82,"514,459,972,806",55594,Silent,Western Europe,10,7.291,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734
Sweden,2016,male,55-74 years,232,1106411,20.97,"514,459,972,806",55594,Boomers,Western Europe,10,7.291,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734
Sweden,2016,male,35-54 years,266,1299990,20.46,"514,459,972,806",55594,Generation X,Western Europe,10,7.291,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734
Sweden,2016,male,25-34 years,114,670158,17.01,"514,459,972,806",55594,Millenials,Western Europe,10,7.291,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734
Sweden,2016,male,15-24 years,70,605396,11.56,"514,459,972,806",55594,Millenials,Western Europe,10,7.291,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734
Sweden,2016,female,35-54 years,119,1257582,9.46,"514,459,972,806",55594,Generation X,Western Europe,10,7.291,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734
Sweden,2016,female,55-74 years,104,1120938,9.28,"514,459,972,806",55594,Boomers,Western Europe,10,7.291,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734
Sweden,2016,female,75+ years,45,493341,9.12,"514,459,972,806",55594,Silent,Western Europe,10,7.291,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734
Sweden,2016,female,25-34 years,44,641572,6.86,"514,459,972,806",55594,Millenials,Western Europe,10,7.291,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734
Sweden,2016,female,15-24 years,36,570983,6.3,"514,459,972,806",55594,Millenials,Western Europe,10,7.291,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734
Thailand,2016,male,55-74 years,734,5203957,14.1,"411,755,164,833",6713,Boomers,Southeastern Asia,33,6.474,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796
Thailand,2016,male,35-54 years,1421,10084647,14.09,"411,755,164,833",6713,Generation X,Southeastern Asia,33,6.474,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796
Thailand,2016,male,75+ years,152,1124052,13.52,"411,755,164,833",6713,Silent,Southeastern Asia,33,6.474,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796
Thailand,2016,male,25-34 years,646,4796355,13.47,"411,755,164,833",6713,Millenials,Southeastern Asia,33,6.474,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796
Thailand,2016,male,15-24 years,322,4736305,6.8,"411,755,164,833",6713,Millenials,Southeastern Asia,33,6.474,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796
Thailand,2016,female,75+ years,69,1589015,4.34,"411,755,164,833",6713,Silent,Southeastern Asia,33,6.474,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796
Thailand,2016,female,55-74 years,222,6049756,3.67,"411,755,164,833",6713,Boomers,Southeastern Asia,33,6.474,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796
Thailand,2016,female,35-54 years,375,10629684,3.53,"411,755,164,833",6713,Generation X,Southeastern Asia,33,6.474,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796
Thailand,2016,female,25-34 years,116,4702656,2.47,"411,755,164,833",6713,Millenials,Southeastern Asia,33,6.474,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796
Thailand,2016,female,15-24 years,60,4525574,1.33,"411,755,164,833",6713,Millenials,Southeastern Asia,33,6.474,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796
